Date,Ticker,Open,High,Low,Close,Volume,roc_5
2021-01-04,AAPL,130.24897423198516,130.3367658011868,123.65458151272391,126.23966217041016,1.433019E8,
2021-01-05,AAPL,125.73243969109018,128.51262606882628,125.28370226628847,127.80049896240234,9.76649E7,
2021-01-06,AAPL,124.59108453530528,127.8395071446875,123.28390832194798,123.49851989746094,1.55088E8,
2021-01-07,AAPL,125.21543998664202,128.40533576248683,124.72768897623675,127.71272277832031,1.095782E8,
2021-01-08,AAPL,129.18566766286617,129.3807798877027,127.03956715442062,128.8149871826172,1.051582E8,
2021-01-11,AAPL,126.0250828794601,126.98107049808904,125.35198424007667,125.82022094726562,1.003845E8,-0.332257878334885
2021-01-12,AAPL,125.35197692534697,126.51282640843073,123.75215462457815,125.6446304321289,9.19511E7,-1.686901497080753
2021-01-13,AAPL,125.60560987814115,128.2297121742047,125.34223510205064,127.68343353271484,8.86368E7,3.3886346481954446
2021-01-14,AAPL,127.59563563257835,127.79073301132566,125.60560366841855,125.75193786621094,9.02218E7,-1.5353089883713804
2021-01-15,AAPL,125.62511371158065,127.02983860800374,123.88872179377304,124.0252914428711,1.115985E8,-3.718275213547849
2021-01-19,AAPL,124.64960908280857,125.55683342617647,123.83019120716823,124.6983871459961,9.07573E7,-0.891616461029519
2021-01-20,AAPL,125.50808026921992,129.24425439918255,125.40077446290326,128.79551696777344,1.043195E8,2.507776516041875
2021-01-21,AAPL,130.52213931456455,136.24832991984417,130.31727739424184,133.5169219970703,1.201509E8,4.568712089701772
2021-01-22,AAPL,132.94138184988222,136.4239303613806,131.71225496139948,135.6630401611328,1.144594E8,7.881470825098871
2021-01-25,AAPL,139.56506590746304,141.53556905552392,133.1950247182092,139.41873168945312,1.576117E8,12.411533218345715
2021-01-26,AAPL,140.0821010935413,140.76494955524782,137.9067207930604,139.6528778076172,9.83906E7,11.992529337298059
2021-01-27,AAPL,139.9162055519511,140.76490217618246,136.9702010537378,138.57977294921875,1.408438E8,7.596736448438247
2021-01-28,AAPL,136.10202948520754,138.51152037306719,133.35110697778126,133.73155212402344,1.426211E8,0.16075125440491694
2021-01-29,AAPL,132.50240567092084,133.39011584373532,127.0200905501982,128.7272186279297,1.775238E8,-5.112535827713394
2021-02-01,AAPL,130.47337566526852,132.06344848329783,127.72245323542478,130.85382080078125,1.062398E8,-6.1432999604025245
2021-02-02,AAPL,132.40484514955168,132.97063793703109,131.31228797923288,131.6829833984375,8.33054E7,-5.7069317398233945
2021-02-03,AAPL,132.434112108336,132.4438766522119,130.33678930161688,130.65870666503906,8.98809E7,-5.715889206343474
2021-02-04,AAPL,132.96090698056452,134.03395009949696,131.29279224448268,134.02420043945312,8.41831E7,0.21883266198711557
2021-02-05,AAPL,134.18538039178418,134.25375979845862,132.72970551008535,133.6089630126953,7.56938E7,3.792317146908698
2021-02-08,AAPL,132.89579458373277,133.80437463624327,131.81136898331476,133.75552368164062,7.12972E7,2.2175148292208298
2021-02-09,AAPL,133.47221241675678,134.703191022344,132.71996427692022,132.8762664794922,7.67742E7,0.9061786498595129
2021-02-10,AAPL,133.3354359263558,133.83369484015344,131.3033582625716,132.2705535888672,7.30466E7,1.23363147008665
2021-02-11,AAPL,132.76880394646017,133.2475195180307,130.68789013114852,132.0165557861328,6.428E7,-1.4979717444591565
2021-02-12,AAPL,131.25451909060936,132.40732418293499,130.60972222173942,132.25100708007812,6.01451E7,-1.0163658949199064
2021-02-16,AAPL,132.3682563100343,132.87626454864636,129.7304535690892,130.12124633789062,8.05763E7,-2.717104493119968
2021-02-17,AAPL,128.22593539388413,129.17358730899167,126.48694866264363,127.82537841796875,9.79185E7,-3.801196553263317
2021-02-18,AAPL,126.22316141432486,127.00473197716651,124.47441051012312,126.72142028808594,9.68567E7,-4.195289994800705
2021-02-19,AAPL,127.23919353836317,127.69836563420165,125.83236966236585,126.8777084350586,8.76688E7,-3.8925779577215796
2021-02-22,AAPL,125.06057648009266,126.73118373419764,122.70610803153758,123.09689331054688,1.039164E8,-6.921772447440362
2021-02-23,AAPL,120.9085302370277,123.79055826756264,115.66225415226057,122.96014404296875,1.58273E8,-5.5034073961498775
2021-02-24,AAPL,122.06132638305527,122.66703652293154,119.41376694425402,122.46187591552734,1.110399E8,-4.195960590003968
2021-02-25,AAPL,121.8073067346508,123.54629339463172,117.76269513453965,118.20232391357422,1.481995E8,-6.7226964116599826
2021-02-26,AAPL,119.76546840374732,121.97339908752899,118.4074952170664,118.46611785888672,1.645604E8,-6.629683559013272
2021-03-01,AAPL,120.89873262438095,124.98242344672663,119.96085244148553,124.84564971923828,1.163079E8,1.4206340726078859
2021-03-02,AAPL,125.4513804584117,125.75423553632803,122.12971646948624,122.2371826171875,1.022609E8,-0.5879640361584232
2021-03-03,AAPL,121.93431163375459,122.81357666599573,119.03274075416354,119.24767303466797,1.129663E8,-2.624655924000782
2021-03-04,AAPL,118.944829308409,120.7522030474246,115.88694849490929,117.36215209960938,1.78155E8,-0.7107912823940337
2021-03-05,AAPL,118.19255654931327,119.13043671901423,114.86112127502149,118.6224136352539,1.537666E8,0.13193289287436796
2021-03-08,AAPL,118.1437131191071,118.21209998624401,113.53246306756205,113.67900848388672,1.543766E8,-8.944357501013368
2021-03-09,AAPL,116.28747669358187,119.24766249583823,116.05300852357578,118.30001068115234,1.295258E8,-3.2209282410944238
2021-03-10,AAPL,118.88621431520569,119.35515074210788,116.6978194776284,117.21561431884766,1.119433E8,-1.704065718103822
2021-03-11,AAPL,119.71662459706546,120.37118570913563,118.46611756098815,119.14998626708984,1.030265E8,1.5233481454592543
2021-03-12,AAPL,117.62591989887572,118.37817539980497,116.41449226141691,118.24140167236328,8.81051E7,-0.32119727732246245
2021-03-15,AAPL,118.61265932269635,121.14298091076107,117.64546402785827,121.13320922851562,9.24038E7,6.557235890815755
2021-03-16,AAPL,122.80381327731409,124.28879597729674,121.84639708591334,122.67681121826172,1.152279E8,3.699746527416578
2021-03-17,AAPL,121.19182718884684,122.96012147290102,119.5212199090365,121.88546752929688,1.119326E8,3.9839856128266105
2021-03-18,AAPL,120.04879862379342,120.34188949905379,117.54778431505103,117.75294494628906,1.212297E8,-1.1725064891481694
2021-03-19,AAPL,117.13745715786044,118.63220414852485,116.92252485396695,117.22537994384766,1.855495E8,-0.8592774731569349
2021-03-22,AAPL,117.55753401515928,121.0159714098922,117.48914715086833,120.54702758789062,1.119123E8,-0.4839148936599037
2021-03-23,AAPL,120.48842032011387,121.37744961429632,119.3258360971887,119.71662139892578,9.54671E7,-2.4129986669357466
2021-03-24,AAPL,119.99017731828248,120.0683358748522,117.303538428483,117.32307434082031,8.85305E7,-3.7431806112405708
2021-03-25,AAPL,116.78575085274012,118.85690787694334,116.25819177713335,117.81155395507812,9.88447E7,0.049772860301537235
2021-03-26,AAPL,117.57707345629376,118.68104245336015,116.18002108358161,118.4172592163086,9.40712E7,1.0167416587021187
2021-03-29,AAPL,118.84711303361424,119.75568557783248,117.94831217045024,118.59310150146484,8.08192E7,-1.6208828417616328
2021-03-30,AAPL,117.34261942506161,117.6259386065679,116.1214199118157,117.13745880126953,8.56719E7,-2.154389730947914
2021-03-31,AAPL,118.84712206732044,120.67403152206795,118.35864232800027,119.33560180664062,1.183238E8,1.715372254884811
2021-04-01,AAPL,120.81081245730563,121.31882810556307,119.66776420491013,120.166015625,7.50891E7,1.9984981021637638
2021-04-05,AAPL,121.01597988601445,123.25321810824464,120.23440927913929,122.99920654296875,8.86512E7,3.8693239118889555
2021-04-06,AAPL,123.58538215009409,124.20086397868832,122.75496802953083,123.30206298828125,8.01713E7,3.970687524989168
2021-04-07,AAPL,122.93081907715764,124.97266091095268,122.2567146183403,124.953125,8.34667E7,6.6722176481480595
2021-04-08,AAPL,125.97888351205914,127.38570711900978,125.5587982193466,127.35639953613281,8.88446E7,6.721211112244843
2021-04-09,AAPL,126.80932573443174,129.97466446592165,126.48692736229545,129.9355926513672,1.066867E8,8.130066537992686
2021-04-12,AAPL,129.4666628353656,129.7890612236751,127.62021018029645,128.21615600585938,9.142E7,4.2414496885946384
2021-04-13,AAPL,129.38856211793234,131.5574141305553,128.89030306459597,131.33270263671875,9.12665E7,6.512980767564887
2021-04-14,AAPL,131.83091652103695,131.88953170552884,128.62649057291716,128.9879608154297,8.72228E7,3.2290795571776916
2021-04-15,AAPL,130.7367366603593,131.88954179614893,130.56087618621004,131.40106201171875,8.93471E7,3.1758611976451245
2021-04-16,AAPL,131.20566716980846,131.56713742369558,130.2091642804324,131.0688934326172,8.49224E7,0.8722019564652945
2021-04-19,AAPL,130.43388762542403,132.34873524717673,130.26780626090414,131.73324584960938,9.42642E7,2.7430941258208303
2021-04-20,AAPL,131.90910268119194,132.40734676088633,128.773055489456,130.04310607910156,9.48123E7,-0.9819310283931024
2021-04-21,AAPL,129.31035433959545,130.668327388692,128.27477970021195,130.42408752441406,6.88471E7,1.1133804270612082
2021-04-22,AAPL,129.97467079966847,131.059096319802,128.38223712948874,128.9000244140625,8.45665E7,-1.903361783661383
2021-04-23,AAPL,129.11498342731704,132.0067754754205,129.11498342731704,131.2252197265625,7.86575E7,0.11927032406486304
2021-04-26,AAPL,131.72344819452212,131.9481447004186,130.48270548356416,131.61598205566406,6.69051E7,-0.08901609702928323
2021-04-27,AAPL,131.89927385743493,132.29006653400396,131.0200164227833,131.29356384277344,6.60158E7,0.9615717444577621
