Date,Ticker,Open,High,Low,Close,Volume,roc_5
2021-04-28,AAPL,131.21540391293965,131.9090515894675,130.01374812309555,130.50222778320312,1.077601E8,0.059912444297864416
2021-04-29,AAPL,133.32563948793228,133.9118210423569,129.39825885060606,130.40452575683594,1.51101E8,1.167184684108797
2021-04-30,AAPL,128.74369527383976,130.48268163407948,128.05006251935254,128.4310760498047,1.098395E8,-2.129273384018746
2021-05-03,AAPL,128.99768069918386,130.9809215051145,128.79252762398622,129.4861602783203,7.51351E7,-1.6182090837896794
2021-05-04,AAPL,128.16731485287474,128.4604056744001,123.78076147972025,124.90426635742188,1.375647E8,-4.8664209412449715
2021-05-05,AAPL,126.22316795915263,127.44436736840763,125.02151191446714,125.14852142333984,8.40009E7,-4.102386948334038
2021-05-06,AAPL,124.94333632102912,126.76048139042916,124.20084509446781,126.75071716308594,7.81283E7,-2.8019032104477892
2021-05-07,AAPL,128.05229514281538,128.45351756221345,126.71157703177086,127.42597961425781,7.89733E7,-0.7825959779057722
2021-05-10,AAPL,126.6430870741667,126.77029738873343,124.09867172726177,124.1378173828125,8.80712E7,-4.130435935401876
2021-05-11,AAPL,120.859443088754,123.57021435708376,120.14504795375875,123.2179183959961,1.261428E8,-1.3501123785477305
2021-05-12,AAPL,120.7615847905906,121.97507024694492,119.63617145947643,120.14505004882812,1.121723E8,-3.9980267586114566
2021-05-13,AAPL,121.91635859091211,123.45279014468096,121.60320080499332,122.29801940917969,1.058613E8,-3.512956655051594
2021-05-14,AAPL,123.5506585673164,125.15559325754263,123.15920944295783,124.7249984741211,8.1918E7,-2.119647145984745
2021-05-17,AAPL,124.10847205991367,124.21612075656437,122.49374907642422,123.57022857666016,7.42446E7,-0.4572247346689126
2021-05-18,AAPL,123.85400225833865,124.27480867265349,122.11206185786726,122.1805648803711,6.33429E7,-0.8418852786419968
2021-05-19,AAPL,120.526708706034,122.24907261430089,120.23312004612022,122.02399444580078,9.2612E7,1.563896636781153
2021-05-20,AAPL,122.55246033737806,124.98921955050378,122.42523508929487,124.58798217773438,7.68571E7,1.8724446884892096
2021-05-21,AAPL,125.08708306892244,125.2632347914988,122.53288682470038,122.74818420410156,7.92954E7,-1.584938299622185
2021-05-24,AAPL,123.31577808732766,125.20451299175396,123.24727505830785,124.3824691772461,6.30929E7,0.6573109153731491
2021-05-25,AAPL,125.08706463603312,125.57638154110205,123.61913631963486,124.18673706054688,7.20095E7,1.641973240294032
2021-05-26,AAPL,124.24546606900942,124.66627253334183,123.71701091848011,124.1378173828125,5.65759E7,1.7323010499796516
2021-05-27,AAPL,123.73657324672145,124.91091291308472,122.40565097616602,122.60137176513672,9.46256E7,-1.5945441750261298
2021-05-28,AAPL,122.88516715801732,123.11025277585901,121.88697922866751,121.94569396972656,7.13111E7,-0.6537695360451493
2021-06-01,AAPL,122.40567042964182,122.66989428337132,121.29004532941373,121.62277221679688,6.76371E7,-2.2187185852667284
2021-06-02,AAPL,121.6227639113054,122.56223722280126,121.39768573021556,122.3860855102539,5.92789E7,-1.449954796231635
2021-06-03,AAPL,122.01421513150538,122.1805785667547,120.49735272094428,120.89859008789062,7.62292E7,-2.6093799320901887
2021-06-04,AAPL,121.41727018347672,123.46258796379897,121.20197278909846,123.19835662841797,7.51693E7,0.4869316343579529
2021-06-07,AAPL,123.47236901120837,123.61916336822156,122.16102301210522,123.20814514160156,7.10576E7,1.0352568678549714
2021-06-08,AAPL,123.8931529460045,125.71339218854128,123.5114921670714,124.03015899658203,7.44038E7,1.9793881819219716
2021-06-09,AAPL,124.49010312859089,125.01855820403581,123.81485373225529,124.41181182861328,5.68779E7,1.6551933252164135
2021-06-10,AAPL,124.30418229225445,125.4491721984384,123.24727944494147,123.41364288330078,7.11864E7,2.0802995250662293
2021-06-11,AAPL,123.82465373659475,124.71520055906231,123.40384729220447,124.62712097167969,5.35224E7,1.1597267872420207
2021-06-14,AAPL,125.08708566547301,127.74892318837932,124.35312138388099,127.6902084350586,9.69065E7,3.637797881224372
2021-06-15,AAPL,127.1617603902723,127.80765254019511,126.6235169320033,126.86817169189453,6.27463E7,2.288163393703872
2021-06-16,AAPL,127.58255353794978,128.09143959621477,125.71340260713602,127.36725616455078,9.1815E7,2.3755335546506218
2021-06-17,AAPL,127.02472606998036,129.71592783022342,126.87792428717147,128.97216796875,9.67217E7,4.5039794268979865
2021-06-18,AAPL,127.91527849570224,128.69816164216837,127.45532643425703,127.67062377929688,1.089533E8,2.4420870705251985
2021-06-21,AAPL,127.5140752227446,129.5789621778242,126.44738395822412,129.4713134765625,7.96633E7,1.3948642290843707
2021-06-22,AAPL,129.3049053861556,131.2132090384515,128.8058002468752,131.11534118652344,7.47836E7,3.347702925004202
2021-06-23,AAPL,130.90984959941682,131.44809296104657,130.38138705071168,130.84133911132812,6.02142E7,2.7276107308844266
2021-06-24,AAPL,131.57529790019714,131.76123786596312,130.0877931066075,130.5575408935547,6.8711E7,1.2292364699869385
2021-06-25,AAPL,130.60651497629408,131.0273140323703,129.9704035855989,130.2639923095703,7.07837E7,2.031296200727093
2021-06-28,AAPL,130.5575663811202,132.3582217849953,130.49885162942402,131.8982696533203,6.21113E7,1.8745126712545104
2021-06-29,AAPL,131.91784473362776,133.57171323969362,131.4774691683095,133.41513061523438,6.45561E7,1.7540200924613991
2021-06-30,AAPL,133.25854463136542,134.4720375415212,132.96495595104088,134.0316619873047,6.32614E7,2.438314142644194
2021-07-01,AAPL,133.67936427909643,134.3937519835152,132.85731295249462,134.3350372314453,5.24858E7,2.893357451463082
2021-07-02,AAPL,134.9515915717518,137.00669801499475,134.80480465403946,136.96755981445312,7.88526E7,5.146140069891218
2021-07-06,AAPL,137.07517066561473,140.08930404867277,137.07517066561473,138.9834747314453,1.081818E8,5.3717195053033375
2021-07-07,AAPL,140.47093650660315,141.7920778645552,139.6097621135108,141.4789276123047,1.049116E8,6.044139791255075
2021-07-08,AAPL,138.5528573041526,140.97982784878258,137.66231057501108,140.1773681640625,1.055755E8,4.585264470823264
2021-07-09,AAPL,139.69782910576936,142.53581755942153,139.5999612559728,142.0073699951172,9.98908E7,5.711341524738065
2021-07-12,AAPL,143.08387579584243,143.19152447203606,140.9211214586938,141.41043090820312,7.62997E7,3.243739685344951
2021-07-13,AAPL,140.95046982883696,144.30714020300775,140.5590282672458,142.5260467529297,1.008271E8,2.548915997624616
2021-07-14,AAPL,144.9334455159817,146.3720162995662,144.5224124927827,145.9609832763672,1.270508E8,3.168002288188596
2021-07-15,AAPL,146.0491036180456,146.79284867562072,143.9450638275039,145.3053436279297,1.068203E8,3.658204980611025
2021-07-16,AAPL,145.28577338362382,146.55796605066817,142.76093474422927,143.26002502441406,9.32514E7,0.8821056465871783
2021-07-19,AAPL,140.676458580126,140.98962377727935,138.6409295962446,139.4042510986328,1.214346E8,-1.4186929469669944
2021-07-20,AAPL,140.39265920467386,143.954831028877,139.90334980611553,143.02513122558594,9.635E7,0.3501707119691728
2021-07-21,AAPL,142.4184239807626,143.00560136245917,141.53767284075886,142.29119873046875,7.49935E7,-2.5142229543287953
2021-07-22,AAPL,142.81962687748307,145.03129994046702,142.69240165790706,143.66123962402344,7.73382E7,-1.1314821346943436
2021-07-23,AAPL,144.39520634870001,145.54018854821376,143.77867172875503,145.38360595703125,7.14474E7,1.4823262331940061
2021-07-26,AAPL,145.09983651776034,146.6264796970787,144.54201654625697,145.804443359375,7.24341E7,4.591102645940011
2021-07-27,AAPL,145.93162687440997,146.01971391284306,142.43796561437924,143.6318817138672,1.048186E8,0.4242264859902521
2021-07-28,AAPL,141.71379405719455,143.82761436860707,139.49232507438956,141.88015747070312,1.189312E8,-0.2888732848081692
2021-07-29,AAPL,141.5963618447469,143.41659347796872,141.4887131754286,142.5260467529297,5.66995E7,-0.7901873003913018
2021-07-30,AAPL,141.29301163126834,143.2013156357775,141.02878032832388,142.74136352539062,7.04406E7,-1.8174280478512488
2021-08-02,AAPL,143.23065133870858,143.8080328596919,142.1443838493398,142.4086151123047,6.288E7,-2.329029327796522
2021-08-03,AAPL,142.69247248157822,144.874789258986,142.07593756690025,144.20933532714844,6.47866E7,0.4020372123451048
2021-08-04,AAPL,144.12122494137196,144.63009607216787,143.15238675142038,143.8080596923828,5.63683E7,1.3588244163584189
2021-08-05,AAPL,143.8374191358459,144.67903208892778,143.04474012018966,143.91571044921875,4.63977E7,0.9750243748064227
2021-08-06,AAPL,143.43546923928326,144.1803285775889,142.729806727241,143.22964477539062,5.41268E7,0.34207411078369393
2021-08-09,AAPL,143.2884587780675,143.7785013969767,142.6220079947097,143.18064880371094,4.89087E7,0.5421256928855164
2021-08-10,AAPL,143.52364620822885,144.76835831451658,142.40634993433017,142.70037841796875,6.90231E7,-1.0463656224172442
2021-08-11,AAPL,143.14143401871405,143.79808925109194,142.63178557160285,142.95521545410156,4.84935E7,-0.5930434219789582
2021-08-12,AAPL,143.27865400221475,146.08169819848888,142.93561820929602,145.9248809814453,7.22826E7,1.3960744980204969
2021-08-13,AAPL,146.00327568224543,146.46391686661144,145.31721911667208,146.1306915283203,5.9375E7,2.0254513354962524
2021-08-16,AAPL,145.58183697281834,148.17907151070028,143.55306855336707,148.11045837402344,1.03296E8,3.4430697245064654
2021-08-17,AAPL,147.23821721938666,148.65933797891813,146.12092052407525,147.1990203857422,9.22297E7,3.1525087863445855
2021-08-18,AAPL,146.81676211636082,147.71843868222086,143.23944225684676,143.4452667236328,8.6326E7,0.3428005532883759
2021-08-19,AAPL,142.1417779274818,145.05263263003178,141.62233388540264,143.7785186767578,8.69603E7,-1.4708679494899948
2021-08-20,AAPL,144.50375147276918,145.54263929990177,143.85689170892408,145.2388153076172,6.05496E7,-0.6103277904014286
2021-08-23,AAPL,145.3564180367249,147.19898280077066,144.94478409144247,146.72854614257812,6.01318E7,-0.933028124155533
2021-08-24,AAPL,146.47373764386114,147.85566143575133,146.17970907783348,146.64035034179688,4.86064E7,-0.3795338056471371
2021-08-25,AAPL,146.8265464293222,147.32639940143548,144.85658076220975,145.40542602539062,5.89913E7,1.3664858705546075
2021-08-26,AAPL,145.39564242211458,146.15029724311051,144.57235950525344,144.6017608642578,4.85972E7,0.572576623459871
2021-08-27,AAPL,144.54293486475237,145.78764703013252,143.90588558238326,145.64064025878906,5.58024E7,0.2766649881581628
2021-08-30,AAPL,146.0327017624141,150.43328990399013,145.6504691143869,150.07064819335938,9.09567E7,2.277744950552215
2021-08-31,AAPL,149.61983863185333,149.75704998771127,148.27711148354751,148.80636596679688,8.64531E7,1.47709386942362
2021-09-01,AAPL,149.7864433229901,151.89362080818393,149.3061961257748,149.47280883789062,8.03137E7,2.79727031079965
2021-09-02,AAPL,150.80569255452266,151.63877088807703,149.36496623243957,150.59007263183594,7.11155E7,4.141244015139995
2021-09-03,AAPL,150.6978879757905,151.5505722295667,150.04123271684918,151.22714233398438,5.78087E7,3.8358126311918492
2021-09-07,AAPL,151.8838169424037,154.12820565202878,151.31536568577172,153.56956481933594,8.22783E7,2.331512969457134
2021-09-08,AAPL,153.85378127804458,153.9125840013745,150.91352547223326,152.02102661132812,7.44202E7,2.160297796163194
2021-09-09,AAPL,152.39347414202683,153.0011222642301,150.88413435118497,151.0017547607422,5.73057E7,1.022892347269507
2021-09-10,AAPL,151.913208557541,152.38364527408532,145.73866870260662,146.0032958984375,1.408932E8,-3.0458692616559353
2021-09-13,AAPL,147.6302560214531,148.40451684138569,145.78769084071692,146.57176208496094,1.024043E8,-3.078402578514678
2021-09-14,AAPL,147.35582799517005,148.06149059395435,143.98433223540385,145.17022705078125,1.092963E8,-5.469402598383301
2021-09-15,AAPL,145.6014772193292,146.46395711299766,143.45508790980514,146.06211853027344,8.32813E7,-3.919792027381723
2021-09-16,AAPL,145.48382247833294,146.00326634152876,144.2881175598681,145.82684326171875,6.80341E7,-3.427053882402183
2021-09-17,AAPL,145.85628990076225,145.85628990076225,142.85721655963627,143.1512451171875,1.298688E8,-1.9534153415508768
2021-09-20,AAPL,140.93625767675672,141.9555397257547,138.4566432656741,140.0933837890625,1.234789E8,-4.419936148508072
2021-09-21,AAPL,141.06366629417695,141.7203365880152,139.93657421115685,140.57362365722656,7.5834E7,-3.1663540706227407
2021-09-22,AAPL,141.57329118423013,143.51385551514431,140.83822735154473,142.94541931152344,7.64043E7,-2.1338176182238655
2021-09-23,AAPL,143.72949119090302,144.1509356110608,142.73961050481446,143.90591430664062,6.48382E7,-1.3172670491334646
2021-09-24,AAPL,142.75920818791974,144.5331599371337,142.66119368982206,143.99411010742188,5.34779E7,0.5887933350103821
2021-09-27,AAPL,142.57300535364445,143.05325251947903,140.9558706409002,142.47499084472656,7.41507E7,1.7000139415934372
2021-09-28,AAPL,140.39720338693283,141.86733117108918,138.8682728841963,139.08389282226562,1.089723E8,-1.0597513219076458
2021-09-29,AAPL,139.63273392978022,141.57329835904048,139.20149406663066,139.98556518554688,7.4602E7,-2.070618380240713
2021-09-30,AAPL,140.79904018482358,141.50470270899655,138.46643267686778,138.6820526123047,8.90567E7,-3.6300535106602494
2021-10-01,AAPL,139.074018477027,140.07370909814404,136.33958863547628,139.80908203125,9.46396E7,-2.9063883745312764
2021-10-04,AAPL,138.93686741546034,139.3779177030337,135.51637976546095,136.36904907226562,9.8322E7,-4.285623558393748
2021-10-05,AAPL,136.71208674487298,139.40732098204438,136.5846708862709,138.29981994628906,8.08611E7,-0.5637409624265579
2021-10-06,AAPL,136.69247443763487,139.3190954107542,135.61437481140692,139.17208862304688,8.32211E7,-0.5811146037962985
2021-10-07,AAPL,140.2109859591421,141.3478883774017,139.87776058117706,140.4364013671875,6.17327E7,1.2650149906471433
2021-10-08,AAPL,141.16165438015548,141.3086611617573,139.7209281008109,140.0541534423828,5.87732E7,0.1752900509553695
2021-10-11,AAPL,139.43670304056715,141.92611246579827,138.98585734131962,139.9659423828125,6.44522E7,2.6376170656149287
2021-10-12,AAPL,140.37756557621915,140.39717146292554,138.2311771066182,138.6918182373047,7.30359E7,0.28344092650869956
2021-10-13,AAPL,138.42726603324783,138.5840683300994,136.42788346049886,138.1038360595703,7.87627E7,-0.7675767275218287
2021-10-14,AAPL,139.27991428350313,141.0146693485301,138.69185715657107,140.8970489501953,6.99071E7,0.3280115258745453
2021-10-15,AAPL,140.90683736173654,142.01432334240727,140.6520056675818,141.9555206298828,6.79403E7,1.3575942881852539
2021-10-18,AAPL,140.59317016133835,143.9156572381951,140.30895213212762,143.63143920898438,8.55892E7,2.6188491026957066
2021-10-19,AAPL,144.08233605883038,146.1993239178965,143.63150519092176,145.7974853515625,7.63789E7,5.123349887950754
2021-10-20,AAPL,145.73866080480443,146.76775321734434,145.1702096154499,146.28750610351562,5.84188E7,5.925736950865964
2021-10-21,AAPL,145.84648796823797,146.65996054435885,144.92520541323566,146.50314331054688,6.1421E7,3.978858607842965
2021-10-22,AAPL,146.70896711028783,147.18919932357423,145.67987458123707,145.7288818359375,5.88834E7,2.6581292430978296
2021-10-25,AAPL,145.7190979609999,146.3953593162978,144.68020977369704,145.67990112304688,5.07206E7,1.426193266142783
2021-10-26,AAPL,146.35609368392807,147.83601663842398,146.04245930805837,146.34629821777344,6.08934E7,0.37642135245857034
2021-10-27,AAPL,146.38553450817577,146.74816126750608,145.53286512059833,145.8856964111328,5.60949E7,-0.2746712300218481
2021-10-28,AAPL,146.8363517619426,150.11962775999444,146.73833727338112,149.53158569335938,1.000779E8,2.0671518128406468
2021-10-29,AAPL,144.2881507382271,146.953983796825,143.49428408381266,146.8167724609375,1.249532E8,0.746516827202966
2021-11-01,AAPL,146.02290111582553,146.71875324157574,144.8565973207899,145.99349975585938,7.45883E7,0.21526554479716625
2021-11-02,AAPL,145.69947786176533,148.5515295481681,145.68966743805245,147.0323944091797,6.9122E7,0.4688169087716119
2021-11-03,AAPL,147.39501429949382,148.94355072762525,146.83637350572047,148.47311401367188,5.45115E7,1.7735923851281774
2021-11-04,AAPL,148.5612917363328,149.39435504502293,147.64000940856064,147.95364379882812,6.03946E7,-1.0552565782102352
2021-11-05,AAPL,149.08239818789303,149.38666561598743,147.28622291132336,148.48367309570312,6.54639E7,1.135361176264194
2021-11-08,AAPL,148.6112968984832,148.76834300613436,147.38440226384824,147.6592254638672,5.50209E7,1.140958817203065
2021-11-09,AAPL,147.42365944999992,148.63091960276915,147.28624784705661,148.0223846435547,5.67879E7,0.673314366098082
2021-11-10,AAPL,147.2469643655917,147.35493167322633,145.11707745747125,145.18577575683594,6.51871E7,-2.214096658963608
2021-11-11,AAPL,146.2065822230877,146.6678808138986,144.95022837459734,145.13671875,4.1E7,-1.9039240781783546
2021-11-12,AAPL,145.68635239017757,147.61993930798695,144.75391557147125,147.217529296875,6.3804E7,-0.8527158390081375
2021-11-15,AAPL,147.59046608655402,149.07256392748405,146.66783921314402,147.22731018066406,5.92228E7,-0.29250815981614126
2021-11-16,AAPL,147.16845811789992,148.6898103620709,146.5795427405627,148.2088623046875,5.92562E7,0.12597936560869497
2021-11-17,AAPL,148.20885284111802,152.13491516803506,148.19904307692684,150.65283203125,8.8807E7,3.7655591575104084
2021-11-18,AAPL,150.86875026761706,155.73705863714747,150.22094645963304,154.95184326171875,1.378277E8,6.762674942807159
2021-11-19,AAPL,154.73594711335738,158.04366527065065,153.63665430060828,157.5823516845703,1.173056E8,7.040481141884866
2021-11-22,AAPL,158.69142902593197,162.63712578240353,158.0240056319732,158.04364013671875,1.174679E8,7.3466872027899335
2021-11-23,AAPL,158.14177423416734,158.80921256910548,156.11985467913553,158.42642211914062,9.60419E7,6.894027560543502
2021-11-24,AAPL,157.77864919107878,159.14295541860696,156.68916616213605,158.9466552734375,6.94636E7,5.5052554474827975
2021-11-26,AAPL,156.62044578974744,157.48416930217962,153.4697742384674,153.9114532470703,7.69598E7,-0.6714279693279831
2021-11-29,AAPL,156.42411700388635,158.2104823634522,155.85483622919187,157.27804565429688,8.87482E7,-0.19310920735753537
2021-11-30,AAPL,157.03272126864178,162.46050254940658,156.9640079724773,162.24456787109375,1.740481E8,2.658080850795961
2021-12-01,AAPL,164.3842491996412,167.15213072910655,161.48878081028846,161.72434997558594,1.520525E8,2.0816779248888095
2021-12-02,AAPL,155.80578900771513,161.1648557029123,154.88316196359054,160.7329864501953,1.367392E8,1.1238557827371514
2021-12-03,AAPL,160.98822293724749,161.9108501696385,156.76770207457696,158.8485107421875,1.180231E8,3.2077258650737637
