Date,Ticker,Open,High,Low,Close,Volume
2021-01-10,ETH-USD,1280.87109375,1347.9261474609375,1194.715576171875,1262.2467041015625,40616938053.0
2021-01-10,GOOGL,,,,,
2021-01-10,MSFT,,,,,
2021-01-11,AAPL,126.0250828794601,126.98107049808904,125.35198424007667,125.82022094726562,100384500.0
2021-01-11,BTC-USD,38346.53125,38346.53125,30549.599609375,35566.65625,123320567399.0
2021-01-11,ETH-USD,1261.6229248046875,1261.6229248046875,924.922607421875,1090.1453857421875,60733630300.0
2021-01-11,GOOGL,88.32130495153285,88.68711490972898,87.08472547368993,87.29098510742188,34796000.0
2021-01-11,MSFT,210.3682905451827,210.79197599818377,208.69281117002416,209.4246368408203,23031300.0
2021-01-12,AAPL,125.35197692534697,126.51282640843073,123.75215462457815,125.6446304321289,91951100.0
2021-01-12,BTC-USD,35516.359375,36568.52734375,32697.9765625,33922.9609375,74773277909.0
2021-01-12,ETH-USD,1088.5267333984375,1149.240234375,1012.76416015625,1043.4345703125,37494601692.0
2021-01-12,GOOGL,86.74774304931569,87.86802326248193,85.30738385866071,86.35360717773438,29528000.0
2021-01-12,MSFT,208.47128815904298,209.04904356460045,205.40922271120724,206.95950317382812,23249300.0
2021-01-13,AAPL,125.60560987814115,128.2297121742047,125.34223510205064,127.68343353271484,88636800.0
2021-01-13,BTC-USD,33915.12109375,37599.9609375,32584.66796875,37316.359375,69364315979.0
2021-01-13,ETH-USD,1043.740966796875,1134.3385009765625,994.549072265625,1130.7393798828125,30109792795.0
2021-01-13,GOOGL,85.85110992665568,87.29595103996172,85.85110992665568,86.8416748046875,23432000.0
2021-01-13,MSFT,206.08327289173346,208.7216531548818,205.9965992908006,208.31723022460938,20087100.0
2021-01-14,AAPL,127.59563563257835,127.79073301132566,125.60560366841855,125.75193786621094,90221800.0
2021-01-14,BTC-USD,37325.109375,39966.40625,36868.5625,39187.328125,63615990033.0
2021-01-14,ETH-USD,1130.231201171875,1244.1630859375,1093.060791015625,1218.4530029296875,33410915929.0
2021-01-14,GOOGL,86.9221931049846,87.85063066888812,85.78898994155325,86.03004455566406,29212000.0
2021-01-14,MSFT,207.90318785686986,209.39571052919882,204.8507460355286,205.120361328125,29480800.0
2021-01-15,AAPL,125.62511371158065,127.02983860800374,123.88872179377304,124.0252914428711,111598500.0
2021-01-15,BTC-USD,39156.70703125,39577.7109375,34659.58984375,36825.3671875,67760757881.0
2021-01-15,ETH-USD,1221.877197265625,1250.505859375,1090.7210693359375,1171.8345947265625,35972039310.0
2021-01-15,GOOGL,85.93561021673791,86.86006623293285,85.07527616922907,85.86602783203125,31444000.0
2021-01-15,MSFT,205.60180014063596,206.55507744597648,204.16705020861997,204.76405334472656,31746500.0
2021-01-16,AAPL,,,,,
2021-01-16,BTC-USD,36821.6484375,37864.3671875,35633.5546875,36178.140625,57706187875.0
2021-01-16,ETH-USD,1171.443115234375,1290.0535888671875,1157.623779296875,1233.53759765625,32319240157.0
2021-01-16,GOOGL,,,,,
2021-01-16,MSFT,,,,,
2021-01-17,AAPL,,,,,
2021-01-17,BTC-USD,36163.6484375,36722.3515625,34069.3203125,35791.27734375,52359854336.0
2021-01-17,ETH-USD,1233.453369140625,1265.6446533203125,1174.3885498046875,1230.1722412109375,29258032819.0
2021-01-17,GOOGL,,,,,
2021-01-17,MSFT,,,,,
2021-01-18,AAPL,,,,,
2021-01-18,BTC-USD,35792.23828125,37299.28515625,34883.84375,36630.07421875,49511702429.0
2021-01-18,ETH-USD,1230.313232421875,1259.4500732421875,1187.31103515625,1257.279541015625,25817455560.0
2021-01-18,GOOGL,,,,,
2021-01-18,MSFT,,,,,
2021-01-19,AAPL,124.64960908280857,125.55683342617647,123.83019120716823,124.6983871459961,90757300.0
2021-01-19,BTC-USD,36642.234375,37755.890625,36069.8046875,36069.8046875,57244195486.0
2021-01-19,ETH-USD,1257.4345703125,1432.300048828125,1254.52294921875,1377.2958984375,47195935190.0
2021-01-19,GOOGL,86.6304491305438,89.65431379811183,86.1249814473934,88.69158935546875,41660000.0
2021-01-19,MSFT,205.8232972815894,208.93351188204568,204.74483605137272,208.41354370117188,30480900.0
2021-01-20,AAPL,125.50808026921992,129.24425439918255,125.40077446290326,128.79551696777344,104319500.0
2021-01-20,BTC-USD,36050.11328125,36378.328125,33570.4765625,35547.75,66834573161.0
2021-01-20,ETH-USD,1375.2484130859375,1405.744140625,1243.2999267578125,1382.2740478515625,46784030909.0
2021-01-20,GOOGL,90.77409403569013,94.41973327214447,90.43314413657636,93.4430923461914,64152000.0
2021-01-20,MSFT,209.626807286122,217.41679408925282,209.23200820542175,216.02056884765625,37777300.0
2021-01-21,AAPL,130.52213931456455,136.24832991984417,130.31727739424184,133.5169219970703,120150900.0
2021-01-21,BTC-USD,35549.3984375,35552.6796875,30250.75,30825.69921875,75643067688.0
2021-01-21,ETH-USD,1382.6844482421875,1382.6844482421875,1098.4761962890625,1121.5709228515625,45932464754.0
2021-01-21,GOOGL,94.11804835473008,96.02808680692029,93.41028739595158,93.6458740234375,58634000.0
2021-01-21,MSFT,216.36720585132272,217.90787721164534,214.17175871326813,216.627197265625,30709400.0
2021-01-22,AAPL,132.94138184988222,136.4239303613806,131.71225496139948,135.6630401611328,114459400.0
2021-01-22,BTC-USD,30817.625,33811.8515625,28953.373046875,33005.76171875,77207272511.0
2021-01-22,ETH-USD,1118.8890380859375,1271.6876220703125,1046.5965576171875,1236.51220703125,43918338506.0
2021-01-22,GOOGL,94.00919324534367,94.65183871774157,93.26565141753518,94.0638656616211,32744000.0
2021-01-22,MSFT,218.65896157091333,221.53808562831492,217.4264302971937,217.57086181640625,30172700.0
2021-01-23,AAPL,,,,,
2021-01-23,BTC-USD,32985.7578125,33360.9765625,31493.16015625,32067.642578125,48354737975.0
2021-01-23,ETH-USD,1235.2679443359375,1272.151123046875,1200.893310546875,1230.9906005859375,27253895441.0
2021-01-23,GOOGL,,,,,
2021-01-23,MSFT,,,,,
2021-01-24,AAPL,,,,,
2021-01-24,BTC-USD,32064.376953125,32944.0078125,31106.685546875,32289.37890625,48643830599.0
2021-01-24,ETH-USD,1231.2105712890625,1395.111328125,1225.2740478515625,1391.609375,36418163554.0
2021-01-24,GOOGL,,,,,
2021-01-24,MSFT,,,,,
2021-01-25,AAPL,139.56506590746304,141.53556905552392,133.1950247182092,139.41873168945312,157611700.0
2021-01-25,BTC-USD,32285.798828125,34802.7421875,32087.787109375,32366.392578125,59897054838.0
2021-01-25,ETH-USD,1390.639892578125,1467.784912109375,1304.9739990234375,1324.414794921875,43565777745.0
2021-01-25,GOOGL,95.06685462644022,95.51815044109912,92.4038248156456,94.14935302734375,50586000.0
2021-01-25,MSFT,220.62329785785354,221.25882591143244,215.90501557798177,221.01809692382812,33152100.0
2021-01-26,AAPL,140.0821010935413,140.76494955524782,137.9067207930604,139.6528778076172,98390600.0
2021-01-26,BTC-USD,32358.61328125,32794.55078125,31030.265625,32569.849609375,60255421470.0
2021-01-26,ETH-USD,1323.74169921875,1376.0850830078125,1253.34033203125,1357.05810546875,41572917750.0
2021-01-26,GOOGL,93.737327345991,95.21645551264548,93.2472701569076,94.82878112792969,31462000.0
2021-01-26,MSFT,223.2617227009555,225.49568036427337,221.5477332554915,223.71429443359375,49169600.0
2021-01-27,AAPL,139.9162055519511,140.76490217618246,136.9702010537378,138.57977294921875,140843800.0
2021-01-27,BTC-USD,32564.029296875,32564.029296875,29367.138671875,30432.546875,62576762015.0
2021-01-27,ETH-USD,1358.3333740234375,1368.0740966796875,1215.311279296875,1253.1871337890625,39394416990.0
2021-01-27,GOOGL,93.18662453904426,93.46296709007444,89.32826428623379,90.4048080444336,82512000.0
2021-01-27,MSFT,229.1739998613671,231.52351716879807,221.6054797824299,224.26312255859375,69870600.0
2021-01-28,AAPL,136.10202948520754,138.51152037306719,133.35110697778126,133.73155212402344,142621100.0
2021-01-28,BTC-USD,30441.041015625,33858.3125,30023.20703125,33466.09765625,76517157706.0
2021-01-28,ETH-USD,1251.27978515625,1356.2886962890625,1226.1739501953125,1332.4921875,34637234789.0
2021-01-28,GOOGL,91.00422171146778,93.83672919484056,91.00422171146778,92.10760498046875,55278000.0
2021-01-28,MSFT,226.87264547692646,233.6419439643718,226.37192502937796,230.06951904296875,49111200.0
2021-01-29,AAPL,132.50240567092084,133.39011584373532,127.0200905501982,128.7272186279297,177523800.0
2021-01-29,BTC-USD,34318.671875,38406.26171875,32064.814453125,34316.38671875,117894572511.0
2021-01-29,ETH-USD,1369.0867919921875,1428.981201171875,1292.2401123046875,1382.5228271484375,53611955259.0
2021-01-29,GOOGL,91.15431055818837,91.82628299540802,89.54099274771156,90.82329559326172,44530000.0
2021-01-29,MSFT,227.23853648764572,229.19325465765945,222.77060714290988,223.3579864501953,42503100.0
2021-01-30,AAPL,,,,,
2021-01-30,BTC-USD,34295.93359375,34834.70703125,32940.1875,34269.5234375,65141828798.0
2021-01-30,ETH-USD,1382.23193359375,1402.3997802734375,1328.529052734375,1376.115478515625,30616574234.0
2021-01-30,GOOGL,,,,,
2021-01-30,MSFT,,,,,
2021-01-31,AAPL,,,,,
2021-01-31,BTC-USD,34270.87890625,34288.33203125,32270.17578125,33114.359375,52754542671.0
2021-01-31,ETH-USD,1376.8236083984375,1378.916015625,1288.5015869140625,1314.9862060546875,25198853581.0
2021-01-31,GOOGL,,,,,
2021-01-31,MSFT,,,,,
2021-02-01,AAPL,130.47337566526852,132.06344848329783,127.72245323542478,130.85382080078125,106239800.0
2021-02-01,BTC-USD,33114.578125,34638.21484375,32384.228515625,33537.17578125,61400400660.0
2021-02-01,ETH-USD,1314.855224609375,1373.8458251953125,1274.3577880859375,1369.04052734375,29210670920.0
2021-02-01,GOOGL,91.67965801760111,95.20600960163829,91.67965801760111,94.0892105102539,40252000.0
2021-02-01,MSFT,226.34306632826372,233.50716478639413,223.81059216925374,230.76284790039062,33314200.0
2021-02-02,AAPL,132.40484514955168,132.97063793703109,131.31228797923288,131.6829833984375,83305400.0
2021-02-02,BTC-USD,33533.19921875,35896.8828125,33489.21875,35510.2890625,63088585433.0
2021-02-02,ETH-USD,1369.505126953125,1542.990966796875,1362.771240234375,1515.1937255859375,45437142801.0
2021-02-02,GOOGL,95.08624287213657,96.88743706476485,94.75025283282737,95.38395690917969,66332000.0
2021-02-02,MSFT,232.351603104661,233.32414284698288,229.83839208829292,230.6279754638672,25916300.0
2021-02-03,AAPL,132.434112108336,132.4438766522119,130.33678930161688,130.65870666503906,89880900.0
2021-02-03,BTC-USD,35510.8203125,37480.1875,35443.984375,37472.08984375,61166818159.0
2021-02-03,ETH-USD,1514.7696533203125,1660.9095458984375,1510.01025390625,1660.9095458984375,41874566399.0
2021-02-03,GOOGL,102.66478774049807,104.70306249720146,100.07730129419846,102.33029174804688,97882000.0
2021-02-03,MSFT,230.6857765772008,236.001061935911,230.3872602966129,233.9885711669922,27158100.0
2021-02-04,AAPL,132.96090698056452,134.03395009949696,131.29279224448268,134.02420043945312,84183100.0
2021-02-04,BTC-USD,37475.10546875,38592.17578125,36317.5,36926.06640625,68838074392.0
2021-02-04,ETH-USD,1661.170166015625,1689.1866455078125,1561.853515625,1594.7626953125,44396871836.0
2021-02-04,GOOGL,102.4167778715064,102.84818869522056,101.14838378792467,102.06936645507812,48596000.0
2021-02-04,MSFT,233.6612130884786,234.21970616270804,231.45612709773368,233.03530883789062,25296100.0
2021-02-05,AAPL,134.18538039178418,134.25375979845862,132.72970551008535,133.6089630126953,75693800.0
2021-02-05,BTC-USD,36931.546875,38225.90625,36658.76171875,38144.30859375,58598066402.0
2021-02-05,ETH-USD,1594.7933349609375,1756.510986328125,1594.7933349609375,1718.65087890625,40108628454.0
2021-02-05,GOOGL,102.36408669621515,104.17224285025218,101.88893947969503,103.81886291503906,29866000.0
2021-02-05,MSFT,233.24714802448682,234.25821280407337,231.50427234467983,233.21826171875,18054800.0
2021-02-06,AAPL,,,,,
2021-02-06,BTC-USD,38138.38671875,40846.546875,38138.38671875,39266.01171875,71326033653.0
2021-02-06,ETH-USD,1717.7974853515625,1738.314453125,1649.0687255859375,1677.8468017578125,39873420648.0
2021-02-06,GOOGL,,,,,
2021-02-06,MSFT,,,,,
2021-02-07,AAPL,,,,,
2021-02-07,BTC-USD,39250.19140625,39621.8359375,37446.15234375,38903.44140625,65500641143.0
2021-02-07,ETH-USD,1677.605712890625,1690.03662109375,1501.750244140625,1614.227783203125,39889440151.0
2021-02-07,GOOGL,,,,,
2021-02-07,MSFT,,,,,
2021-02-08,AAPL,132.89579458373277,133.80437463624327,131.81136898331476,133.75552368164062,71297200.0
2021-02-08,BTC-USD,38886.828125,46203.9296875,38076.32421875,46196.46484375,101467222687.0
2021-02-08,ETH-USD,1613.6422119140625,1770.5908203125,1571.5799560546875,1746.6168212890625,48012285956.0
2021-02-08,GOOGL,104.37403256397174,105.1195613680001,102.55246052305,103.60464477539062,28828000.0
2021-02-08,MSFT,234.13301678653715,234.64336108513822,231.879796899174,233.47824096679688,22211900.0
2021-02-09,AAPL,133.47221241675678,134.703191022344,132.71996427692022,132.8762664794922,76774200.0
2021-02-09,BTC-USD,46184.9921875,48003.72265625,45166.9609375,46481.10546875,91809846886.0
2021-02-09,ETH-USD,1746.9261474609375,1815.963623046875,1711.62060546875,1768.0350341796875,44180727529.0
2021-02-09,GOOGL,103.12154429170882,104.29997793898025,102.88297719272809,103.15087127685547,21892000.0
2021-02-09,MSFT,232.90047711656726,235.68330363620066,232.42865770253408,234.7300262451172,23565000.0
2021-02-10,AAPL,133.3354359263558,133.83369484015344,131.3033582625716,132.2705535888672,73046600.0
2021-02-10,BTC-USD,46469.76171875,47145.56640625,43881.15234375,44918.18359375,87301089896.0
2021-02-10,ETH-USD,1768.039794921875,1826.69677734375,1686.5423583984375,1744.243408203125,41916084617.0
2021-02-10,GOOGL,103.53605265825247,104.31836340710977,102.00026518992262,103.70205688476562,25102000.0
2021-02-10,MSFT,235.91439619763204,236.80027706510006,231.95681124921168,233.81524658203125,22186700.0
2021-02-11,AAPL,132.76880394646017,133.2475195180307,130.68789013114852,132.0165557861328,64280000.0
2021-02-11,BTC-USD,44898.7109375,48463.46875,44187.76171875,47909.33203125,81388911810.0
2021-02-11,ETH-USD,1743.7142333984375,1806.5390625,1708.67919921875,1783.7979736328125,36021495262.0
2021-02-11,GOOGL,103.92671271924092,104.07581240488946,102.82631001890793,103.81488037109375,20480000.0
2021-02-11,MSFT,235.70256374400546,236.05883794176984,233.17009010796676,235.42332458496094,15751100.0
2021-02-12,AAPL,131.25451909060936,132.40732418293499,130.60972222173942,132.25100708007812,60145100.0
2021-02-12,BTC-USD,47877.03515625,48745.734375,46424.9765625,47504.8515625,76555041196.0
2021-02-12,ETH-USD,1783.4891357421875,1861.35693359375,1744.1689453125,1843.5325927734375,37905036865.0
2021-02-12,GOOGL,103.36856239212287,104.34917724803692,103.06040533778221,104.12701416015625,18990000.0
2021-02-12,MSFT,234.8840819016654,236.20328675149594,233.7285856940002,235.90478515625,16561100.0
2021-02-13,AAPL,,,,,
2021-02-13,BTC-USD,47491.203125,48047.74609375,46392.28125,47105.515625,70250456155.0
2021-02-13,ETH-USD,1843.98681640625,1871.603515625,1770.612060546875,1814.10986328125,35359490535.0
2021-02-13,GOOGL,,,,,
2021-02-13,MSFT,,,,,
2021-02-14,AAPL,,,,,
2021-02-14,BTC-USD,47114.5078125,49487.640625,47114.5078125,48717.2890625,71248675228.0
2021-02-14,ETH-USD,1814.372314453125,1848.154052734375,1789.9141845703125,1805.0841064453125,31439114900.0
2021-02-14,GOOGL,,,,,
2021-02-14,MSFT,,,,,
2021-02-15,AAPL,,,,,
2021-02-15,BTC-USD,48696.53515625,48875.5703125,46347.4765625,47945.05859375,77069903166.0
2021-02-15,ETH-USD,1804.6767578125,1833.83056640625,1683.9066162109375,1779.791015625,38955610883.0
2021-02-15,GOOGL,,,,,
2021-02-15,MSFT,,,,,
2021-02-16,AAPL,132.3682563100343,132.87626454864636,129.7304535690892,130.12124633789062,80576300.0
2021-02-16,BTC-USD,47944.45703125,50341.1015625,47201.3046875,49199.87109375,77049582886.0
2021-02-16,ETH-USD,1778.945556640625,1824.5186767578125,1729.6419677734375,1781.0675048828125,34269369268.0
2021-02-16,GOOGL,103.96399213946253,106.61757987938563,103.96399213946253,104.90584564208984,31004000.0
2021-02-16,MSFT,235.94330822741708,237.0025217132221,233.91155486314173,234.66262817382812,26728500.0
2021-02-17,AAPL,128.22593539388413,129.17358730899167,126.48694866264363,127.82537841796875,97918500.0
2021-02-17,BTC-USD,49207.27734375,52533.9140625,49072.37890625,52149.0078125,80820545404.0
2021-02-17,ETH-USD,1781.35009765625,1853.6676025390625,1736.705810546875,1848.458251953125,35955412703.0
2021-02-17,GOOGL,104.0748342080274,105.4893551162404,103.79501819530233,105.29949188232422,20294000.0
2021-02-17,MSFT,232.90610871875649,235.79184951711372,232.5393531416647,235.68568420410156,21653500.0
2021-02-18,AAPL,126.22316141432486,127.00473197716651,124.47441051012312,126.72142028808594,96856700.0
2021-02-18,BTC-USD,52140.97265625,52474.10546875,51015.765625,51679.796875,52054723579.0
2021-02-18,ETH-USD,1848.206298828125,1949.9034423828125,1848.206298828125,1937.44921875,28255902969.0
2021-02-18,GOOGL,104.62254062059169,105.46697878168075,104.04251551867287,104.66279602050781,22546000.0
2021-02-18,MSFT,233.36934079625917,235.42506564401617,232.4621127262459,235.28994750976562,16925600.0
2021-02-19,AAPL,127.23919353836317,127.69836563420165,125.83236966236585,126.8777084350586,87668800.0
2021-02-19,BTC-USD,51675.98046875,56113.65234375,50937.27734375,55888.1328125,63495496918.0
2021-02-19,ETH-USD,1938.85986328125,1969.5469970703125,1896.6844482421875,1960.164794921875,26268814253.0
2021-02-19,GOOGL,104.76121098042042,105.29749207589185,103.55046993184898,103.81786346435547,37938000.0
2021-02-19,MSFT,235.25135375289463,235.357519055454,231.80581916446297,232.5682830810547,25262600.0
2021-02-20,AAPL,,,,,
2021-02-20,BTC-USD,55887.3359375,57505.2265625,54626.55859375,56099.51953125,68145460026.0
2021-02-20,ETH-USD,1959.9029541015625,2036.2864990234375,1830.531494140625,1919.5340576171875,34696091102.0
2021-02-20,GOOGL,,,,,
2021-02-20,MSFT,,,,,
2021-02-21,AAPL,,,,,
2021-02-21,BTC-USD,56068.56640625,58330.5703125,55672.609375,57539.9453125,51897585191.0
2021-02-21,ETH-USD,1918.673095703125,1974.2596435546875,1890.3681640625,1935.60107421875,23626547717.0
2021-02-21,GOOGL,,,,,
2021-02-21,MSFT,,,,,
2021-02-22,AAPL,125.06057648009266,126.73118373419764,122.70610803153758,123.09689331054688,103916400.0
2021-02-22,BTC-USD,57532.73828125,57533.390625,48967.56640625,54207.3203125,92052420332.0
2021-02-22,ETH-USD,1935.557861328125,1936.4537353515625,1580.6265869140625,1781.992919921875,42409646036.0
2021-02-22,GOOGL,102.06786181624553,103.39639618245826,101.78953228148654,102.10066223144531,29466000.0
2021-02-22,MSFT,229.14205411114955,229.6342670240594,224.29707854249543,226.33351135253906,36446900.0
2021-02-23,AAPL,120.9085302370277,123.79055826756264,115.66225415226057,122.96014404296875,158273000.0
2021-02-23,BTC-USD,54204.9296875,54204.9296875,45290.58984375,48824.42578125,106102492824.0
2021-02-23,ETH-USD,1781.4090576171875,1781.4090576171875,1378.8409423828125,1570.2039794921875,52029864713.0
2021-02-23,GOOGL,100.0991691457398,103.00722740278977,98.91824802820905,102.39191436767578,34658000.0
2021-02-23,MSFT,222.29928387871476,226.64238625140504,220.7550638110486,225.13677978515625,30228700.0
2021-02-24,AAPL,122.06132638305527,122.66703652293154,119.41376694425402,122.46187591552734,111039900.0
2021-02-24,BTC-USD,48835.0859375,51290.13671875,47213.5,49705.33203125,63695521388.0
2021-02-24,ETH-USD,1571.4764404296875,1710.9837646484375,1511.0189208984375,1626.57568359375,31329000537.0
2021-02-24,GOOGL,100.8968796350337,103.79350884664514,100.7721318869298,103.56935119628906,22608000.0
2021-02-24,MSFT,221.9904157335927,226.99946241478764,221.01563591612486,226.37213134765625,26339700.0
2021-02-25,AAPL,121.8073067346508,123.54629339463172,117.76269513453965,118.20232391357422,148199500.0
2021-02-25,BTC-USD,49709.08203125,51948.96875,47093.8515625,47093.8515625,54506565949.0
2021-02-25,ETH-USD,1625.3939208984375,1670.22412109375,1465.0589599609375,1475.7037353515625,24481681873.0
2021-02-25,GOOGL,102.18367770472771,103.5291091506804,99.72641446220418,100.19659423828125,41548000.0
2021-02-25,MSFT,223.98824118126558,226.41072157821975,219.93468239989207,221.0059814453125,39542200.0
2021-02-26,AAPL,119.76546840374732,121.97339908752899,118.4074952170664,118.46611785888672,164560400.0
2021-02-26,BTC-USD,47180.46484375,48370.78515625,44454.84375,46339.76171875,350967941479.0
2021-02-26,ETH-USD,1478.6533203125,1559.0289306640625,1407.979248046875,1446.03369140625,31435997881.0
2021-02-26,GOOGL,100.8924093395346,102.21298819152548,99.45403718069002,100.49280548095703,40042000.0
2021-02-26,MSFT,223.45741667405005,227.1635267514781,221.53679520376923,224.2777862548828,37819200.0
2021-02-27,AAPL,,,,,
2021-02-27,BTC-USD,46344.7734375,48253.26953125,45269.02734375,46188.453125,45910946382.0
2021-02-27,ETH-USD,1446.929443359375,1524.932373046875,1433.7869873046875,1459.97314453125,20742103233.0
2021-02-27,GOOGL,,,,,
2021-02-27,MSFT,,,,,
2021-02-28,AAPL,,,,,
2021-02-28,BTC-USD,46194.015625,46716.4296875,43241.6171875,45137.76953125,53443887451.0
2021-02-28,ETH-USD,1459.8604736328125,1468.3914794921875,1300.47216796875,1416.0489501953125,27637026080.0
2021-02-28,GOOGL,,,,,
2021-02-28,MSFT,,,,,
2021-03-01,AAPL,120.89873262438095,124.98242344672663,119.96085244148553,124.84564971923828,116307900.0
2021-03-01,BTC-USD,45159.50390625,49784.015625,45115.09375,49631.2421875,53891300112.0
2021-03-01,ETH-USD,1417.151123046875,1567.694580078125,1416.4161376953125,1564.7076416015625,24032838645.0
2021-03-01,GOOGL,101.7895374288961,103.19262171147524,101.11458448101827,102.86608123779297,26060000.0
2021-03-01,MSFT,227.67505510194286,229.190322220639,225.02093718023963,228.67880249023438,25324000.0
2021-03-02,AAPL,125.4513804584117,125.75423553632803,122.12971646948624,122.2371826171875,102260900.0
2021-03-02,BTC-USD,49612.10546875,50127.51171875,47228.84375,48378.98828125,47530897720.0
2021-03-02,ETH-USD,1564.0634765625,1597.610107421875,1461.325439453125,1492.6087646484375,22523669722.0
2021-03-02,GOOGL,102.62651013645349,104.11260028710367,102.22045236318077,102.6086196899414,25564000.0
2021-03-02,MSFT,228.74635509378146,229.02625214088684,225.3104811452354,225.71583557128906,22812500.0
2021-03-03,AAPL,121.93431163375459,122.81357666599573,119.03274075416354,119.24767303466797,112966300.0
2021-03-03,BTC-USD,48415.81640625,52535.13671875,48274.3203125,50538.2421875,53220811975.0
2021-03-03,ETH-USD,1491.451171875,1650.360595703125,1481.90576171875,1575.8531494140625,22674780680.0
2021-03-03,GOOGL,101.98585584761308,103.18068584904677,99.10562298141046,99.97093963623047,33892000.0
2021-03-03,MSFT,224.0654293495927,225.43591735089134,219.33626567852724,219.6258087158203,34029500.0
2021-03-04,AAPL,118.944829308409,120.7522030474246,115.88694849490929,117.36215209960938,178155000.0
2021-03-04,BTC-USD,50522.3046875,51735.08984375,47656.9296875,48561.16796875,52343816680.0
2021-03-04,ETH-USD,1574.623779296875,1622.953857421875,1511.1033935546875,1541.914306640625,22906118718.0
2021-03-04,GOOGL,100.14290374599744,103.11110236350075,99.67371751654211,101.09022521972656,49216000.0
2021-03-04,MSFT,218.8344288289104,224.38394781665767,216.44088655787567,218.82476806640625,44727800.0
2021-03-05,AAPL,118.19255654931327,119.13043671901423,114.86112127502149,118.6224136352539,153766600.0
